"a1","a2","a3","a4","a5","y2","y1","target_bins"
0.513297,0.603911,0.295118,0.67564,0.694846,0.167274,0.072258,5
0.512745,0.581795,0.293235,0.691435,0.704779,0.168234,0.074054,6
0.512192,0.595082,0.296523,0.704487,0.700616,0.169194,0.07585,6
0.512421,0.598913,0.296225,0.726383,0.698259,0.170154,0.077645,6
0.513542,0.585121,0.298726,0.770289,0.702598,0.171113,0.079441,7
0.514662,0.582074,0.294741,0.732053,0.703653,0.172073,0.081237,7
0.513953,0.57065,0.286596,0.694119,0.706596,0.175531,0.062333,4
0.511151,0.575787,0.276467,0.722467,0.706608,0.182255,0.036696,1
0.508349,0.580506,0.26956,0.750815,0.705154,0.188978,0.03765,1
0.507266,0.595518,0.267929,0.731089,0.704404,0.195702,0.038604,1
0.508149,0.593985,0.256526,0.7123,0.700581,0.202426,0.039558,1
0.509031,0.583293,0.251054,0.718162,0.698822,0.20915,0.040512,1
0.509914,0.596615,0.255542,0.699532,0.697063,0.215874,0.041466,1
0.508816,0.605096,0.2491,0.713649,0.696945,0.216415,0.04242,1
0.507905,0.61901,0.247567,0.716745,0.695749,0.208871,0.043374,1
0.509796,0.61901,0.259,0.708059,0.694706,0.201326,0.044328,1
0.511688,0.590363,0.257417,0.728333,0.700733,0.193782,0.045282,2
0.513579,0.568491,0.257215,0.736056,0.70506,0.186238,0.046236,2
0.513842,0.595222,0.256365,0.733221,0.698634,0.178694,0.04719,2
0.512245,0.614691,0.254952,0.748744,0.691106,0.171149,0.048144,2
0.510648,0.599697,0.25514,0.725941,0.697508,0.163605,0.049098,2
0.509051,0.601752,0.256644,0.689133,0.697133,0.156061,0.050052,2
0.506003,0.601073,0.26235,0.699129,0.691715,0.148517,0.051006,2
0.502668,0.592226,0.265012,0.734933,0.697121,0.140972,0.05196,2
0.500903,0.600742,0.263006,0.745138,0.697391,0.150447,0.052914,2
0.501609,0.59449,0.250207,0.752441,0.698974,0.182178,0.050625,2
0.50514,0.582117,0.243445,0.735965,0.699162,0.213909,0.044096,1
0.505846,0.58695,0.23776,0.735443,0.700217,0.24564,0.037567,1
0.503324,0.596963,0.227809,0.760605,0.701747,0.277371,0.031038,1
0.504646,0.592784,0.209038,0.755185,0.700604,0.289708,0.024509,1
0.50693,0.589266,0.198606,0.755077,0.695233,0.276684,0.01798,1
0.505291,0.608387,0.194358,0.707027,0.691803,0.26366,0.018185,1
0.503652,0.615666,0.188999,0.723072,0.696113,0.250636,0.027196,1
0.502013,0.615143,0.191114,0.740614,0.695046,0.237611,0.036207,1
0.501138,0.592801,0.193342,0.696073,0.696781,0.224587,0.045218,2
0.501138,0.592331,0.190491,0.717879,0.691833,0.203789,0.054229,3
0.501138,0.604277,0.198731,0.743528,0.688901,0.172823,0.06324,4
0.500236,0.59402,0.207682,0.758485,0.695585,0.156162,0.072251,5
0.498303,0.606071,0.216748,0.759811,0.692688,0.158206,0.081262,7
0.498213,0.612514,0.214239,0.748393,0.693545,0.160251,0.084599,7
0.496386,0.604625,0.211093,0.7634,0.6944,0.162295,0.080514,7
0.492755,0.583275,0.214228,0.73355,0.701261,0.164339,0.07643,6
0.489415,0.602431,0.210213,0.73533,0.695069,0.166383,0.072345,5
0.485428,0.626881,0.20452,0.737938,0.690789,0.168427,0.068261,5
0.484184,0.605844,0.20572,0.733277,0.700733,0.170471,0.064177,4
0.48294,0.600864,0.202279,0.740767,0.696746,0.172515,0.060092,3
0.481696,0.603563,0.194334,0.71891,0.694623,0.17456,0.056008,3
0.480452,0.606907,0.187591,0.734321,0.698622,0.176604,0.051923,2
0.482926,0.607986,0.177582,0.762,0.7001,0.178648,0.052084,2
0.486866,0.603755,0.177637,0.740421,0.700592,0.180692,0.057797,3
0.487622,0.603998,0.185074,0.752316,0.701413,0.178351,0.06351,4
0.490929,0.595152,0.193631,0.748517,0.703653,0.170276,0.069223,5
0.492708,0.605243,0.198234,0.709998,0.699858,0.162201,0.074936,6
0.489413,0.613733,0.205531,0.719398,0.699564,0.154126,0.080649,7
0.486118,0.617407,0.212534,0.752611,0.699271,0.146051,0.086362,8
0.482823,0.590711,0.212452,0.757475,0.703712,0.137976,0.092075,8
0.479528,0.570093,0.215259,0.71239,0.706626,0.129901,0.09333,8
0.48083,0.585853,0.209333,0.728368,0.701613,0.12591,0.088753,8
0.485033,0.591425,0.205438,0.755945,0.699705,0.127261,0.084177,7
0.486546,0.593968,0.210686,0.754584,0.701347,0.128613,0.0796,7
0.485235,0.606802,0.203088,0.737904,0.702988,0.129964,0.075024,6
0.482814,0.604869,0.199699,0.71078,0.703372,0.131315,0.070448,5
0.485952,0.602814,0.206359,0.737053,0.697473,0.132666,0.068115,5
0.488205,0.606402,0.212618,0.733289,0.693099,0.134017,0.068717,5
0.485347,0.599314,0.207401,0.699736,0.70024,0.135369,0.069319,5
0.484267,0.615823,0.198141,0.757362,0.69786,0.13672,0.06992,5
0.48522,0.629267,0.206644,0.763236,0.689616,0.138071,0.070522,5
0.486173,0.606158,0.214799,0.763644,0.697098,0.139422,0.071124,5
0.486131,0.591599,0.215931,0.769903,0.701988,0.140773,0.071725,5
0.484955,0.607768,0.216191,0.724319,0.701284,0.142125,0.072327,5
0.483778,0.614952,0.209101,0.712243,0.702463,0.143476,0.072929,5
0.485609,0.604155,0.210478,0.719942,0.700968,0.144827,0.07353,6
0.490876,0.582805,0.211219,0.770459,0.705916,0.146178,0.074132,6
0.496144,0.586288,0.206909,0.772318,0.707148,0.14753,0.074734,6
0.499306,0.598269,0.213602,0.739128,0.698259,0.148881,0.075335,6
0.500063,0.589771,0.219295,0.729433,0.700158,0.149649,0.075937,6
0.498975,0.580071,0.218341,0.737201,0.703594,0.149654,0.076539,6
0.49888,0.593358,0.222373,0.726587,0.698493,0.149659,0.077141,6
0.502326,0.589231,0.230597,0.72407,0.699384,0.149665,0.077742,6
0.502909,0.572322,0.238982,0.745002,0.699408,0.14967,0.078344,6
0.502808,0.599697,0.237506,0.736679,0.688725,0.149676,0.078946,6
0.50347,0.6118,0.236662,0.741782,0.688772,0.149681,0.079547,7
0.503817,0.587124,0.238012,0.717754,0.706585,0.149686,0.080149,7
0.500869,0.595222,0.243083,0.701153,0.706362,0.149692,0.080751,7
0.493327,0.604347,0.250483,0.696878,0.697895,0.149697,0.081352,7
0.491842,0.605026,0.248135,0.700575,0.70112,0.149702,0.081954,7
0.494616,0.608596,0.242683,0.764971,0.698423,0.149708,0.082556,7
0.495755,0.611469,0.249647,0.76471,0.698071,0.149713,0.083157,7
0.495027,0.600951,0.247832,0.728209,0.699936,0.149718,0.083759,7
0.494298,0.599662,0.245326,0.723616,0.698833,0.149724,0.084361,7
0.495949,0.605096,0.250152,0.714851,0.696289,0.149729,0.084963,7
0.497339,0.591564,0.243117,0.753915,0.697391,0.149735,0.085564,7
0.495322,0.596876,0.243451,0.757203,0.700193,0.14974,0.086166,8
0.496835,0.586149,0.249764,0.729059,0.707405,0.149745,0.086768,8
0.502382,0.591443,0.254684,0.739321,0.704767,0.149751,0.087369,8
0.504557,0.611121,0.261547,0.739151,0.694236,0.149756,0.087291,8
0.502875,0.619288,0.263884,0.730647,0.691328,0.149761,0.086322,8
0.503274,0.60931,0.260328,0.733969,0.697004,0.149767,0.085354,7
0.506047,0.600829,0.262473,0.740421,0.697954,0.149772,0.084386,7
0.507344,0.606192,0.27093,0.736532,0.691047,0.149777,0.083417,7
0.506951,0.606088,0.267428,0.724319,0.690578,0.149783,0.082449,7
0.506559,0.590972,0.270358,0.722686,0.696676,0.149788,0.081481,7
0.505252,0.593428,0.282491,0.747962,0.699549,0.149794,0.080513,7
0.505722,0.591512,0.283609,0.753915,0.703149,0.149799,0.079544,7
0.506596,0.595448,0.277563,0.741691,0.703231,0.149804,0.078576,6
0.504243,0.621186,0.276535,0.735999,0.695274,0.14981,0.077608,6
0.503772,0.608282,0.280638,0.737779,0.695714,0.149815,0.076639,6
0.507101,0.598878,0.279963,0.731565,0.695251,0.14982,0.075671,6
0.512312,0.61072,0.281406,0.739276,0.693756,0.149826,0.074703,6
0.517524,0.612305,0.291707,0.714896,0.688854,0.149831,0.073735,6
0.520499,0.600446,0.296913,0.697904,0.692782,0.149836,0.072766,5
0.52092,0.592209,0.301106,0.719421,0.702961,0.149842,0.071798,5
0.516515,0.604364,0.305575,0.716132,0.703665,0.149847,0.07083,5
0.510519,0.603511,0.306967,0.736566,0.702234,0.149853,0.069861,5
0.505633,0.600272,0.30297,0.763565,0.701402,0.149858,0.068893,5
0.501284,0.601108,0.305239,0.719421,0.70404,0.149863,0.067925,5
0.501957,0.574795,0.310497,0.706619,0.706679,0.149869,0.066957,4
0.502629,0.590676,0.298611,0.716858,0.702996,0.151181,0.065988,4
0.502948,0.611887,0.287156,0.714556,0.69718,0.154202,0.065813,4
0.502864,0.598408,0.283371,0.716801,0.702187,0.157224,0.066674,4
0.504624,0.581238,0.280769,0.724308,0.708567,0.160245,0.067534,4
0.505666,0.580576,0.289695,0.744855,0.707019,0.163267,0.068395,5
0.506227,0.596597,0.285828,0.749617,0.704761,0.166288,0.069256,5
0.508016,0.59106,0.284368,0.759936,0.705553,0.167679,0.070117,5
0.507624,0.595953,0.293601,0.73271,0.696863,0.166939,0.070978,5
0.507232,0.599436,0.289652,0.704691,0.69433,0.166198,0.071839,5
0.508199,0.591547,0.290226,0.725754,0.697672,0.165457,0.0727,5
0.510721,0.59456,0.294599,0.738425,0.694975,0.164716,0.07356,6
0.51132,0.590572,0.291316,0.744019,0.696172,0.163975,0.074421,6
0.509723,0.615022,0.29608,0.741525,0.69314,0.163235,0.075282,6
0.510088,0.615231,0.294965,0.73903,0.694283,0.162494,0.076143,6
0.512693,0.598321,0.295495,0.710871,0.697274,0.161753,0.077004,6
0.515299,0.583101,0.301951,0.699895,0.702375,0.161012,0.077865,6
0.517905,0.599018,0.302305,0.748427,0.703454,0.160271,0.078726,6
0.51953,0.614099,0.310278,0.749209,0.695749,0.159531,0.079586,7
0.517289,0.613576,0.311757,0.745626,0.689663,0.15879,0.080447,7
0.514576,0.596232,0.307821,0.754765,0.697543,0.158049,0.081308,7
0.510755,0.58587,0.30666,0.727517,0.701941,0.157308,0.082169,7
0.505397,0.598757,0.306045,0.738992,0.699009,0.156567,0.08303,7
0.50607,0.602274,0.310672,0.736282,0.699508,0.155827,0.083891,7
0.507118,0.608718,0.311533,0.714658,0.696957,0.155086,0.084752,7
0.505521,0.612688,0.312645,0.735795,0.698675,0.154345,0.085612,7
0.505787,0.609414,0.310412,0.743573,0.705271,0.153841,0.081579,7
0.508182,0.59301,0.304367,0.730488,0.709583,0.153646,0.071144,5
0.510578,0.57173,0.31126,0.731769,0.711283,0.153452,0.060709,3
0.512973,0.568107,0.307791,0.703024,0.712983,0.153258,0.071423,5
0.513859,0.575543,0.308696,0.708529,0.708719,0.153063,0.092454,8
0.513018,0.589771,0.318576,0.753178,0.700264,0.152869,0.09081,8
0.512178,0.604486,0.323105,0.760877,0.697109,0.152674,0.089166,8
0.511337,0.602361,0.31754,0.745637,0.702,0.15248,0.087522,8
0.512536,0.602065,0.309101,0.736248,0.697895,0.152285,0.085878,8
0.513674,0.594386,0.312481,0.708354,0.69589,0.152091,0.084234,7
0.512077,0.587298,0.31862,0.710304,0.699865,0.151896,0.08259,7
0.507773,0.604678,0.321241,0.732472,0.693392,0.151702,0.080946,7
0.505946,0.589039,0.323146,0.726859,0.698997,0.151507,0.079302,7
0.506641,0.600446,0.322164,0.732166,0.700938,0.151313,0.077658,6
0.505375,0.621256,0.316731,0.73542,0.695046,0.151118,0.076014,6
0.506888,0.606698,0.31592,0.729932,0.694324,0.150924,0.07437,6
0.505734,0.601404,0.316925,0.740039,0.699514,0.150729,0.072726,5
0.504826,0.593881,0.318546,0.734483,0.703676,0.150535,0.071082,5
0.503957,0.596022,0.32633,0.728927,0.703547,0.15034,0.069438,5
0.49883,0.604991,0.330479,0.735012,0.696488,0.150146,0.067794,5
0.497429,0.60069,0.323357,0.729717,0.693955,0.149951,0.06615,4
0.500287,0.603467,0.316444,0.753677,0.698036,0.149757,0.064506,4
0.503145,0.602553,0.314389,0.79045,0.69874,0.152769,0.062862,4
0.506003,0.585975,0.313405,0.76149,0.704368,0.159976,0.061218,3
0.508965,0.566975,0.316004,0.726451,0.709552,0.167182,0.059574,3
0.512047,0.585417,0.318921,0.715146,0.701718,0.16792,0.061019,3
0.515129,0.606558,0.326009,0.730964,0.69158,0.160199,0.066505,4
0.516694,0.609014,0.334967,0.762578,0.686743,0.152478,0.071991,5
0.514192,0.602536,0.344508,0.75176,0.689006,0.144756,0.077476,6
0.509023,0.585835,0.348575,0.723253,0.699384,0.137035,0.082962,7
0.503853,0.588413,0.351631,0.734241,0.704304,0.129314,0.088448,8
0.498684,0.589353,0.353453,0.746125,0.702985,0.121593,0.08942,8
0.4922,0.582405,0.346019,0.764381,0.704908,0.125939,0.084491,7
0.484215,0.594386,0.338585,0.736702,0.702903,0.146067,0.079562,7
0.481368,0.593689,0.340895,0.702366,0.699437,0.166194,0.074633,6
0.480786,0.579723,0.338252,0.708183,0.704275,0.186321,0.069704,5
0.479609,0.599836,0.325581,0.718627,0.700123,0.196671,0.064774,4
0.480741,0.611643,0.318429,0.70451,0.695304,0.194234,0.059845,3
0.4799,0.593759,0.316229,0.730647,0.698505,0.191798,0.054916,3
0.484865,0.58425,0.323392,0.746317,0.700627,0.189361,0.049987,2
0.492111,0.597329,0.32287,0.716353,0.696922,0.186924,0.048374,2
0.49438,0.601491,0.315614,0.72018,0.699724,0.184488,0.051097,2
0.4941,0.590798,0.320869,0.7427,0.706479,0.182051,0.05382,2
0.494044,0.596945,0.323149,0.759887,0.704837,0.179614,0.056543,3
0.495495,0.599488,0.321257,0.746563,0.704779,0.177178,0.059266,3
0.494571,0.614151,0.324327,0.733239,0.698681,0.174741,0.061989,4
0.495804,0.613437,0.319823,0.740342,0.698411,0.172304,0.064711,4
0.499502,0.612897,0.32586,0.729036,0.695304,0.169868,0.067434,4
0.499749,0.613559,0.32463,0.734944,0.693509,0.167431,0.070157,5
0.499973,0.60365,0.324223,0.752906,0.697479,0.164994,0.069869,5
0.501934,0.606367,0.32322,0.721507,0.697743,0.162558,0.065643,4
0.503006,0.610006,0.317426,0.714874,0.694682,0.160121,0.061417,3
0.506649,0.592069,0.323824,0.748721,0.694389,0.157684,0.057191,3
0.510291,0.592592,0.328539,0.769223,0.699138,0.155248,0.056029,3
0.512744,0.615387,0.333253,0.745728,0.694588,0.152811,0.058875,3
0.513837,0.602797,0.333721,0.759732,0.69494,0.150374,0.061721,4
0.512929,0.587316,0.338441,0.765708,0.696969,0.147937,0.064567,4
0.513343,0.599471,0.345591,0.759233,0.691727,0.145501,0.067413,4
0.514803,0.591512,0.347946,0.73279,0.69691,0.143064,0.070259,5
0.512744,0.592487,0.353273,0.72136,0.698189,0.140627,0.073104,5
0.510685,0.589492,0.355545,0.721745,0.698986,0.138191,0.07595,6
0.508625,0.592714,0.350737,0.718196,0.701073,0.137248,0.078796,6
0.508194,0.609623,0.344973,0.770073,0.697883,0.138258,0.081642,7
0.509623,0.610581,0.351174,0.764404,0.69222,0.139268,0.084488,7
0.50909,0.611817,0.352716,0.703285,0.690097,0.140278,0.085785,8
0.506316,0.608543,0.346555,0.701346,0.695315,0.141288,0.085057,7
0.501856,0.613437,0.350308,0.761977,0.695843,0.142298,0.084329,7
0.499364,0.614029,0.355217,0.751341,0.696371,0.143308,0.083601,7
0.501325,0.599506,0.34931,0.713354,0.699977,0.144318,0.082873,7
0.503286,0.578051,0.341789,0.706573,0.707101,0.145328,0.082145,7
0.502528,0.579566,0.343798,0.71188,0.707288,0.146338,0.081417,7
0.501617,0.601996,0.348602,0.728662,0.699549,0.147348,0.080689,7
0.504082,0.615805,0.346695,0.728798,0.694901,0.148358,0.079961,7
0.506548,0.597921,0.348575,0.740591,0.693787,0.149368,0.079233,7
0.506568,0.59139,0.348635,0.729138,0.692673,0.150378,0.078505,6
0.503795,0.609205,0.34981,0.717119,0.68978,0.151388,0.077777,6
0.498942,0.616554,0.350977,0.7057,0.690765,0.152398,0.077049,6
0.497518,0.606558,0.349329,0.712957,0.695427,0.153408,0.076321,6
0.500533,0.600777,0.347774,0.716257,0.69657,0.154418,0.075593,6
0.501038,0.594194,0.34248,0.728452,0.701612,0.155428,0.074865,6
0.501542,0.579409,0.342316,0.716291,0.706843,0.156438,0.074137,6
0.500425,0.59449,0.335144,0.725204,0.702023,0.157448,0.073409,5
0.497455,0.614412,0.33688,0.745263,0.697203,0.158458,0.072681,5
0.494485,0.609763,0.339755,0.750536,0.696347,0.159467,0.071953,5
0.495098,0.593776,0.339384,0.728186,0.697309,0.160477,0.071225,5
0.494313,0.594995,0.332001,0.70189,0.700874,0.161487,0.070497,5
0.487252,0.61382,0.33409,0.733357,0.691762,0.162497,0.069769,5
0.484271,0.61018,0.339835,0.749039,0.686274,0.163507,0.069041,5
0.485952,0.595709,0.336642,0.730409,0.69256,0.164517,0.068313,5
0.487633,0.588848,0.333106,0.718627,0.695718,0.165527,0.067585,4
0.490884,0.59355,0.33111,0.72585,0.700878,0.166537,0.066857,4
0.495927,0.588987,0.32316,0.747145,0.706037,0.167547,0.066129,4
0.498036,0.600045,0.316641,0.756942,0.702797,0.168557,0.065401,4
0.496792,0.621003,0.318691,0.740444,0.697098,0.169567,0.064673,4
0.495548,0.619044,0.327628,0.721042,0.697549,0.1705,0.063945,4
0.494304,0.613977,0.338293,0.735239,0.695702,0.171331,0.063217,4
0.49306,0.610111,0.334508,0.759857,0.695292,0.172162,0.062489,4
0.489651,0.620455,0.32599,0.751896,0.696523,0.172993,0.061761,4
0.486591,0.61779,0.325682,0.704498,0.700545,0.173824,0.061033,3
0.486759,0.597207,0.327393,0.725147,0.703571,0.174655,0.060305,3
0.486927,0.582579,0.328063,0.735012,0.701812,0.175487,0.059577,3
0.487854,0.578521,0.320908,0.750729,0.70309,0.176318,0.058849,3
0.489647,0.594124,0.320891,0.746352,0.701929,0.177149,0.058121,3
0.49144,0.594525,0.326661,0.725181,0.698528,0.17798,0.057393,3
0.493456,0.588029,0.322066,0.741113,0.700288,0.178811,0.056665,3
0.495725,0.582213,0.323143,0.745081,0.704345,0.179642,0.055937,3
0.494896,0.591251,0.325248,0.758076,0.704627,0.180473,0.055209,3
0.493741,0.599697,0.322586,0.734253,0.70465,0.181304,0.055704,3
0.496263,0.585313,0.32252,0.713944,0.705518,0.182135,0.0578,3
0.496627,0.599801,0.323266,0.717085,0.700921,0.182966,0.059895,3
0.494526,0.601804,0.324638,0.725589,0.699513,0.183798,0.061991,4
0.490659,0.587942,0.327134,0.73,0.70024,0.184629,0.064086,4
0.48658,0.58843,0.331881,0.728617,0.700588,0.18546,0.066182,4
0.484562,0.601247,0.330075,0.728866,0.697715,0.186291,0.068277,5
0.483604,0.616258,0.324376,0.726406,0.694842,0.187122,0.067875,5
0.483856,0.619079,0.317625,0.738493,0.696676,0.187527,0.064208,4
0.482579,0.606175,0.308199,0.74261,0.699537,0.187374,0.060541,3
0.483318,0.604033,0.303345,0.748926,0.697426,0.187221,0.056874,3
0.488362,0.599209,0.30564,0.714602,0.698188,0.187068,0.054937,3
0.490856,0.591129,0.300035,0.694644,0.699689,0.186915,0.055262,3
0.490435,0.60466,0.292535,0.705462,0.694835,0.186762,0.055587,3
0.490015,0.6017,0.299906,0.712481,0.697285,0.186609,0.055912,3
0.489595,0.598513,0.309557,0.757781,0.699537,0.186456,0.056237,3
0.487252,0.597294,0.305217,0.769472,0.697625,0.186303,0.056562,3
0.486204,0.599401,0.295607,0.732574,0.698728,0.18615,0.056888,3
0.489146,0.612732,0.292262,0.723934,0.695057,0.185997,0.057213,3
0.49099,0.60816,0.291278,0.733799,0.695831,0.185844,0.057538,3
0.491578,0.593289,0.295861,0.729535,0.702035,0.185691,0.057863,3
0.491029,0.577128,0.304129,0.709125,0.703876,0.185538,0.058188,3
0.48918,0.595378,0.30593,0.717289,0.693779,0.185385,0.058513,3
0.487331,0.612993,0.296684,0.723662,0.693779,0.185232,0.058838,3
0.486501,0.600585,0.295101,0.733844,0.697039,0.185079,0.059163,3
0.486837,0.600916,0.299455,0.747814,0.698816,0.184926,0.059488,3
0.487174,0.588987,0.291427,0.718842,0.703829,0.184773,0.059813,3
0.485862,0.586393,0.285141,0.709352,0.699772,0.18462,0.060138,3
0.484473,0.607429,0.278855,0.710202,0.696511,0.184467,0.060463,3
0.485145,0.597642,0.281739,0.71899,0.703876,0.184314,0.060789,3
0.485818,0.599,0.288006,0.720736,0.701824,0.184161,0.061114,3
0.48649,0.602257,0.279963,0.720895,0.698939,0.184008,0.061439,3
0.486574,0.6017,0.271818,0.733856,0.70055,0.183855,0.061764,4
0.485986,0.606001,0.279058,0.71383,0.697969,0.183702,0.062089,4
0.482848,0.597868,0.28814,0.701414,0.69539,0.183549,0.062414,4
0.480326,0.592522,0.280837,0.73118,0.697379,0.183396,0.062739,4
0.478858,0.595187,0.274341,0.742848,0.697942,0.183244,0.063064,4
0.476258,0.603946,0.27422,0.733833,0.697309,0.183091,0.063389,4
0.476258,0.608004,0.26317,0.732994,0.700669,0.182938,0.063714,4
0.476258,0.600968,0.261746,0.735519,0.700229,0.182785,0.064039,4
0.477003,0.601212,0.26457,0.73121,0.697121,0.182632,0.064364,4
0.4786,0.603162,0.25669,0.726901,0.697367,0.182479,0.064689,4
0.478824,0.58991,0.258726,0.715078,0.701484,0.182326,0.065015,4
0.480068,0.596876,0.254422,0.737292,0.699361,0.182173,0.06534,4
0.480348,0.598583,0.251918,0.746068,0.699208,0.18202,0.065665,4
0.476146,0.598078,0.252629,0.74033,0.701519,0.181867,0.06599,4
0.474689,0.59766,0.248677,0.755207,0.700639,0.181714,0.066315,4
0.47637,0.581917,0.247458,0.726735,0.69976,0.181561,0.06664,4
0.47656,0.576066,0.236558,0.730284,0.701671,0.181408,0.066965,4
0.475047,0.583415,0.236421,0.744741,0.703571,0.181255,0.06729,4
0.475731,0.600968,0.237225,0.744951,0.701812,0.181102,0.067615,4
0.474453,0.598495,0.238793,0.750649,0.702064,0.180949,0.06794,5
0.470066,0.580628,0.242259,0.748172,0.704615,0.180796,0.068265,5
0.467964,0.597973,0.233543,0.73635,0.701953,0.180643,0.06859,5
0.467314,0.616624,0.223089,0.729411,0.696371,0.18049,0.068916,5
0.468323,0.616928,0.223329,0.743607,0.69426,0.180337,0.069241,5
0.467213,0.619671,0.225297,0.728197,0.694858,0.180184,0.069566,5
0.470195,0.620281,0.221927,0.707685,0.698552,0.180031,0.069891,5
0.475047,0.614308,0.216398,0.756251,0.699947,0.179878,0.070216,5
0.478163,0.598966,0.217535,0.771751,0.700604,0.179725,0.070541,5
0.483744,0.596615,0.22252,0.743177,0.699766,0.179572,0.070866,5
0.486098,0.607847,0.22578,0.74439,0.694752,0.178257,0.071191,5
0.48853,0.600481,0.225267,0.746958,0.695034,0.175421,0.071516,5
0.487521,0.589701,0.218757,0.728163,0.698616,0.172586,0.071392,5
0.487067,0.598391,0.216029,0.724727,0.699056,0.16975,0.070681,5
0.491859,0.607534,0.222219,0.729161,0.696582,0.166915,0.069969,5
0.491943,0.593898,0.224706,0.710383,0.697344,0.164079,0.069258,5
0.486647,0.59038,0.227193,0.709,0.700768,0.161244,0.068546,5
0.484941,0.607534,0.235962,0.756375,0.696605,0.158408,0.067835,5
0.487336,0.611887,0.242956,0.752906,0.695104,0.155573,0.067123,4
0.489732,0.593654,0.243161,0.713853,0.699326,0.152738,0.066412,4
0.492128,0.576048,0.244451,0.753473,0.704943,0.149902,0.0657,4
0.492903,0.592313,0.246405,0.755967,0.703946,0.148861,0.064989,4
0.491827,0.60823,0.245285,0.744197,0.698411,0.150166,0.064278,4
0.490751,0.608689,0.242338,0.758575,0.695005,0.151472,0.063566,4
0.489675,0.615045,0.247176,0.726927,0.687705,0.152777,0.062855,4
0.488599,0.621401,0.246867,0.715872,0.686602,0.154083,0.062143,4
0.489281,0.604312,0.24567,0.715849,0.693568,0.155388,0.061432,3
0.48844,0.581029,0.243388,0.728435,0.701659,0.156694,0.06072,3
0.487932,0.59409,0.235582,0.747769,0.70302,0.157999,0.060009,3
0.492415,0.595936,0.234984,0.754943,0.701695,0.159305,0.059297,3
0.496898,0.582631,0.23524,0.739408,0.706092,0.16061,0.058586,3
0.498505,0.58284,0.235932,0.723873,0.707288,0.161916,0.057874,3
0.494784,0.592261,0.238599,0.724002,0.699818,0.163221,0.057163,3
0.492341,0.613837,0.240264,0.732466,0.693234,0.164527,0.056452,3
0.494022,0.619619,0.242006,0.73,0.694201,0.165832,0.05574,3
0.493951,0.607899,0.238665,0.733765,0.69718,0.167137,0.055029,3
0.491877,0.60682,0.245225,0.729411,0.695151,0.168443,0.054317,3
0.489804,0.612148,0.247277,0.732166,0.693064,0.169748,0.053606,2
0.491052,0.594281,0.241272,0.738981,0.703735,0.171054,0.052894,2
0.493624,0.588186,0.239168,0.7184,0.705518,0.172359,0.052183,2
0.493372,0.600794,0.236213,0.740364,0.6963,0.173665,0.051471,2
0.495277,0.605966,0.236533,0.751341,0.695702,0.17497,0.05076,2
0.499648,0.610198,0.236202,0.753325,0.697086,0.176276,0.050048,2
0.501665,0.602065,0.240811,0.753677,0.698317,0.177581,0.049337,2
0.49911,0.603354,0.248012,0.716121,0.696464,0.178887,0.048626,2
0.494403,0.612845,0.254268,0.711438,0.693814,0.180192,0.047914,2
0.493304,0.614673,0.252156,0.715044,0.694788,0.181498,0.047203,2
0.492957,0.605775,0.250453,0.753824,0.696769,0.182803,0.046491,2
0.488754,0.584616,0.24728,0.752747,0.702709,0.184108,0.04578,2
0.485257,0.578573,0.245479,0.71929,0.70438,0.185414,0.045068,2
0.482568,0.580176,0.245296,0.711551,0.707488,0.186719,0.044357,1
0.478662,0.589788,0.240529,0.711313,0.704685,0.188025,0.043645,1
0.473366,0.608944,0.238299,0.699169,0.699982,0.18933,0.042934,1
0.469326,0.605513,0.227503,0.702434,0.700798,0.192823,0.042222,1
0.46672,0.60877,0.213288,0.718706,0.699126,0.199177,0.041511,1
0.465723,0.612322,0.211796,0.714465,0.699466,0.205531,0.0408,1
0.466563,0.609553,0.20698,0.705904,0.699643,0.211885,0.041042,1
0.46913,0.600515,0.198764,0.692399,0.701765,0.218239,0.042531,1
0.471786,0.57631,0.191333,0.736203,0.705088,0.224593,0.04402,1
0.47229,0.579723,0.188928,0.76433,0.703563,0.230947,0.04551,2
0.470023,0.599575,0.195359,0.729547,0.702039,0.232596,0.046999,2
0.464587,0.598461,0.195859,0.720679,0.703032,0.228092,0.048489,2
0.459151,0.586062,0.192073,0.731429,0.706901,0.223588,0.049978,2
0.456488,0.586689,0.180187,0.743846,0.704286,0.219084,0.051467,2
0.459189,0.587107,0.166494,0.749878,0.698665,0.21458,0.052957,2
0.4644,0.601142,0.166628,0.723174,0.698079,0.210076,0.054446,3
0.467713,0.614447,0.171118,0.721076,0.697492,0.205572,0.055935,3
0.468856,0.608509,0.17369,0.728855,0.692993,0.201067,0.057425,3
0.47,0.611434,0.167472,0.732234,0.688989,0.196563,0.058914,3
0.471143,0.6184,0.160864,0.746091,0.69066,0.192059,0.060404,3
0.472286,0.601177,0.164157,0.734184,0.696476,0.187555,0.061893,4
0.475955,0.58392,0.162761,0.742281,0.70268,0.183051,0.063382,4
0.480864,0.594873,0.172654,0.732597,0.69915,0.178805,0.064872,4
0.48389,0.601578,0.186093,0.722108,0.697238,0.174896,0.066361,4
0.484602,0.587376,0.191464,0.731554,0.699537,0.170988,0.06785,5
0.482668,0.571573,0.189469,0.704169,0.702926,0.167079,0.06934,5
0.476773,0.588378,0.188354,0.687183,0.699303,0.16317,0.070829,5
