"a1","a2","a3","a4","a5","y2","y1"
0.882071,0.888479,0.422304,0.726893,0.704462,0.217992,0.070264
0.867792,0.895619,0.473873,0.715894,0.702774,0.165358,0.064403
0.866701,0.897482,0.468035,0.771067,0.705435,0.156943,0.063975
0.848672,0.921287,0.511248,0.728821,0.699795,0.15463,0.071586
0.82842,0.900199,0.380618,0.744254,0.69433,0.173513,0.062268
0.841578,0.913451,0.393502,0.713638,0.689616,0.166561,0.067157
0.830718,0.896263,0.397528,0.726939,0.701589,0.16239,0.070091
0.85716,0.904117,0.401816,0.735307,0.69956,0.165946,0.071376
0.853099,0.882123,0.39353,0.743834,0.70411,0.195956,0.067319
0.865002,0.89184,0.345181,0.73838,0.704275,0.173552,0.069664
0.779171,0.899485,0.496189,0.754743,0.705822,0.164087,0.073273
0.840222,0.90248,0.504292,0.729388,0.697766,0.144886,0.067318
0.806726,0.914008,0.312099,0.752996,0.697586,0.175821,0.067534
0.815913,0.901383,0.319314,0.742088,0.69579,0.169689,0.071572
0.838619,0.895984,0.438132,0.734309,0.69949,0.183784,0.061922
0.853772,0.908523,0.442399,0.722535,0.687658,0.159924,0.073111
0.845904,0.906537,0.465493,0.721745,0.691422,0.151918,0.071075
0.854702,0.897621,0.480419,0.744753,0.695632,0.139389,0.0712
0.841107,0.900947,0.495227,0.754459,0.704791,0.154907,0.068299
0.843741,0.897255,0.493931,0.726995,0.703559,0.161113,0.067573
0.7202,0.766474,0.369182,0.772534,0.697133,0.167146,0.070703
0.509942,0.51973,0.361024,0.715837,0.702375,0.210179,0.06187
0.500668,0.524241,0.342948,0.794566,0.695902,0.208477,0.065352
0.500715,0.507523,0.360677,0.708773,0.708438,0.202617,0.062398
0.628859,0.596406,0.475302,0.732608,0.697866,0.237196,0.063874
0.649156,0.602083,0.476781,0.748154,0.690542,0.156954,0.063934
0.58744,0.605897,0.333024,0.744205,0.704333,0.178869,0.072099
0.61402,0.604625,0.417745,0.730465,0.693627,0.157554,0.070439
0.61448,0.590972,0.431629,0.740727,0.698446,0.151075,0.068916
0.628657,0.574777,0.427612,0.706267,0.699566,0.144596,0.067394
0.631011,0.58432,0.424605,0.696663,0.703172,0.141357,0.066632
0.636581,0.584494,0.463298,0.73118,0.708614,0.168495,0.06816
0.628489,0.608526,0.457665,0.713751,0.692255,0.175052,0.063471
0.656867,0.583554,0.636852,0.72356,0.707265,0.235947,0.065846
0.512454,0.607063,0.151814,0.736849,0.69691,0.171833,0.069085
0.507325,0.586985,0.244256,0.743857,0.701296,0.211395,0.064495
0.521783,0.584547,0.211785,0.733788,0.709399,0.217289,0.063063
0.433972,0.496204,0.153211,0.738482,0.703524,0.17484,0.063364
0.409498,0.503605,0.147443,0.76882,0.700604,0.158782,0.063377
0.423022,0.509752,0.15367,0.787808,0.698177,0.153316,0.06548
0.409766,0.500923,0.174223,0.700541,0.705647,0.151713,0.06613
0.408674,0.506983,0.152304,0.74007,0.698646,0.151375,0.066316
0.417822,0.503692,0.155173,0.757668,0.700182,0.150699,0.066687
0.410492,0.509334,0.16653,0.745784,0.698317,0.149855,0.067152
0.416454,0.514419,0.162408,0.753541,0.697254,0.148841,0.067709
0.403384,0.511424,0.169905,0.721859,0.697192,0.147659,0.071256
0.406452,0.495089,0.169716,0.744719,0.704075,0.14749,0.071882
0.413753,0.508481,0.163493,0.723684,0.699619,0.174763,0.073218
0.411986,0.509491,0.171556,0.70697,0.695608,0.173735,0.07134
0.414396,0.500923,0.17146,0.706029,0.701296,0.169251,0.070714
0.416806,0.512887,0.172458,0.722244,0.699115,0.164768,0.070088
0.40509,0.496918,0.165253,0.729229,0.711944,0.150938,0.072707
0.421531,0.508429,0.164573,0.779712,0.696855,0.177995,0.064017
0.414,0.523004,0.16234,0.752849,0.693396,0.177971,0.065041
0.40376,0.514645,0.17102,0.746011,0.694401,0.177923,0.067089
0.407907,0.520619,0.146938,0.700802,0.702099,0.176921,0.069137
0.40987,0.517223,0.142943,0.6963,0.699812,0.175541,0.071185
0.300135,0.353842,0.268002,0.724705,0.699238,0.136248,0.067836
0.421374,0.331464,0.454549,0.724081,0.700979,0.197539,0.063728
0.147059,0.15504,0.137241,0.72881,0.699971,0.187581,0.06622
0.092277,0.140325,0.145635,0.699554,0.699959,0.160272,0.069547
0.009218,0.111434,0.032836,0.759403,0.696394,0.182707,0.06153
0.262631,0.199133,0.457086,0.263219,0.220147,0.12792,0.072899
0.255145,0.198158,0.471358,0.290524,0.224673,0.133727,0.072809
0.279835,0.234153,0.623517,0.27119,0.21175,0.161538,0.066726
0.277742,0.212315,0.632714,0.259964,0.225518,0.17246,0.065542
0.277493,0.215554,0.580022,0.259352,0.209769,0.204406,0.062457
0.275755,0.193038,0.579232,0.286975,0.223078,0.212612,0.061851
0.267439,0.211897,0.548632,0.259919,0.221343,0.169982,0.061861
0.239768,0.20636,0.573312,0.272857,0.214348,0.148093,0.063632
0.24438,0.187831,0.575788,0.290796,0.223055,0.145028,0.064538
0.252107,0.230566,0.591627,0.27508,0.221132,0.126636,0.069976
0.262222,0.227762,0.580899,0.259953,0.225201,0.195836,0.068391
0.222856,0.191401,0.440396,0.291862,0.229129,0.188969,0.061707
0.2499,0.200892,0.463476,0.269784,0.226948,0.190251,0.069395
0.257069,0.233491,0.449157,0.251857,0.210918,0.167924,0.06522
0.277631,0.209912,0.526152,0.284191,0.216429,0.135997,0.069339
0.134664,0.077511,0.450409,0.281486,0.222469,0.159971,0.072865
0.121114,0.106018,0.487437,0.285353,0.207787,0.155851,0.063907
0.112714,0.084634,0.468562,0.28287,0.22329,0.214663,0.065329
0.106873,0.074829,0.458231,0.297803,0.215057,0.215417,0.068281
0.106817,0.065269,0.455479,0.261132,0.225471,0.207467,0.070249
0.105883,0.067951,0.448949,0.274796,0.228355,0.167928,0.070783
0.11124,0.071817,0.430973,0.272052,0.220065,0.181816,0.061593
0.226184,0.327685,0.726542,0.727143,0.601278,0.127175,0.070648
0.23236,0.334494,0.716309,0.726296,0.585365,0.154678,0.066116
0.233989,0.315756,0.742687,0.732427,0.618106,0.155512,0.062545
0.324682,0.339823,0.424242,0.731781,0.603377,0.192495,0.062503
0.352611,0.349418,0.449171,0.722403,0.611504,0.143285,0.066864
0.347584,0.35985,0.480916,0.750887,0.596646,0.122271,0.061964
0.35803,0.337472,0.470813,0.695245,0.6072,0.181798,0.065737
0.353984,0.362514,0.47074,0.750105,0.596095,0.170588,0.065301
0.36091,0.337002,0.513279,0.706063,0.598933,0.259091,0.062872
0.356046,0.318682,0.513976,0.76327,0.612548,0.107814,0.071069
0.623782,0.519609,0.609667,0.125299,0.061425,0.183722,0.069378
0.550351,0.61288,0.559873,0.074499,0.023641,0.167906,0.068414
0.546914,0.613228,0.54257,0.079534,0.022082,0.195748,0.065207
0.536504,0.590276,0.535472,0.075724,0.022433,0.206103,0.064762
0.535274,0.582161,0.523069,0.075905,0.027464,0.216682,0.063576
0.532484,0.585156,0.516384,0.068841,0.031686,0.211885,0.063428
0.53259,0.620681,0.497684,0.075497,0.014283,0.19472,0.062094
0.532127,0.59968,0.469245,0.064577,0.023046,0.184101,0.063042
0.508065,0.584686,0.452042,0.07451,0.024966,0.164168,0.067238
0.546025,0.600463,0.467748,0.101623,0.030871,0.162741,0.071335
0.529067,0.583118,0.452912,0.105331,0.026174,0.141428,0.07182
0.662504,0.767101,0.249395,0.360737,0.508784,0.125356,0.090892
0.649044,0.766213,0.266718,0.403973,0.503753,0.138292,0.075006
0.649823,0.758986,0.315042,0.381737,0.513844,0.137011,0.0772
0.67964,0.783087,0.371069,0.400311,0.494758,0.153283,0.089668
0.612048,0.782739,0.362489,0.407715,0.511944,0.183991,0.074392
0.874547,0.857237,0.575425,0.397011,0.513398,0.141744,0.076675
0.872544,0.859101,0.598673,0.387509,0.500416,0.153742,0.074687
0.860877,0.858282,0.518029,0.418488,0.501132,0.162884,0.075829
0.865024,0.84254,0.498528,0.37584,0.510361,0.156407,0.088979
0.858535,0.858874,0.486702,0.369218,0.508625,0.153396,0.08577
0.834685,0.84099,0.536849,0.728923,0.694424,0.17303,0.078922
0.836344,0.859815,0.540976,0.722913,0.687646,0.172934,0.076846
0.833492,0.849384,0.535141,0.718343,0.697954,0.172837,0.07477
0.510202,0.597294,0.290797,0.716257,0.704357,0.168214,0.073864
0.514853,0.610076,0.289345,0.723877,0.696435,0.152239,0.07737
0.519504,0.599993,0.295399,0.737949,0.696347,0.136263,0.080876
0.527689,0.591739,0.388988,0.716881,0.704661,0.155016,0.079147
0.51656,0.593167,0.371727,0.716858,0.70051,0.162294,0.094079
0.518533,0.595378,0.328257,0.727891,0.699203,0.147849,0.079279
0.482823,0.590711,0.212452,0.757475,0.703712,0.137976,0.092075
0.496144,0.586288,0.206909,0.772318,0.707148,0.14753,0.074734
0.499306,0.598269,0.213602,0.739128,0.698259,0.148881,0.075335
0.502909,0.572322,0.238982,0.745002,0.699408,0.14967,0.078344
0.496835,0.586149,0.249764,0.729059,0.707405,0.149745,0.086768
0.512693,0.598321,0.295495,0.710871,0.697274,0.161753,0.077004
0.513859,0.575543,0.308696,0.708529,0.708719,0.153063,0.092454
0.503286,0.578051,0.341789,0.706573,0.707101,0.145328,0.082145
0.506548,0.597921,0.348575,0.740591,0.693787,0.149368,0.079233
0.460758,0.615805,0.196523,0.721745,0.695702,0.142915,0.081449
0.480875,0.605217,0.250218,0.716274,0.696588,0.154799,0.078286
0.491791,0.586758,0.238676,0.724898,0.705301,0.155784,0.076353
0.468267,0.581743,0.227355,0.739072,0.702035,0.160636,0.075001
0.385135,0.156833,0.620688,0.059962,0.414717,0.090507,0.088063
0.396236,0.187117,0.632956,0.082176,0.402973,0.116906,0.07389
0.412801,0.181039,0.772617,0.103732,0.402346,0.132773,0.093508
0.437166,0.173934,0.772076,0.063965,0.414541,0.135037,0.0881
0.639462,0.432189,0.809075,0.750048,0.607505,0.171061,0.075911
0.658055,0.43252,0.788491,0.745025,0.602772,0.168417,0.081583
0.650596,0.421235,0.77491,0.7278,0.599402,0.164888,0.086842
0.654211,0.435166,0.780002,0.716609,0.598698,0.163712,0.088595
0.653471,0.428027,0.778622,0.732279,0.601689,0.161475,0.089588
0.664561,0.418588,0.799451,0.738119,0.604667,0.141144,0.075236
0.670361,0.433895,0.800569,0.743551,0.596846,0.14049,0.078751
0.665564,0.428305,0.798186,0.81365,0.601525,0.139184,0.085781
0.654345,0.417648,0.76685,0.805645,0.602815,0.143312,0.087944
0.66367,0.418832,0.5562,0.760401,0.795051,0.167915,0.080373
0.66163,0.420173,0.551463,0.716575,0.798441,0.167179,0.08243
0.671784,0.451379,0.485215,0.767601,0.785096,0.171017,0.083834
0.64641,0.407669,0.464558,0.724818,0.802533,0.16757,0.088307
0.654838,0.426703,0.457042,0.720328,0.795427,0.184038,0.089283
0.665351,0.417683,0.502803,0.933631,0.987441,0.166783,0.082695
0.668175,0.427365,0.491206,0.948395,0.982985,0.166706,0.085319
0.655518,0.431022,0.537117,0.910726,0.983313,0.158127,0.086891
0.660786,0.427818,0.529828,0.957534,0.984627,0.159591,0.086121
0.658086,0.429106,0.529243,0.931295,0.994641,0.165796,0.083771
0.658604,0.422506,0.496686,0.896699,0.992941,0.207758,0.089034
0.666068,0.426877,0.497725,0.9445,0.985582,0.211091,0.089844
0.668254,0.416272,0.496918,0.921113,0.986549,0.207111,0.090249
0.669617,0.445162,0.506722,0.922292,0.982492,0.191191,0.089525
0.669442,0.429803,0.497965,0.718071,0.793633,0.143431,0.079204
0.667985,0.415575,0.500094,0.765039,0.79416,0.135471,0.082935
0.662157,0.449586,0.505268,0.746352,0.783383,0.128126,0.084352
0.656695,0.421845,0.504885,0.759845,0.801249,0.165375,0.073507
0.633645,0.435262,0.484638,0.761093,0.787359,0.117362,0.093784
0.505218,0.319918,0.66995,0.740538,0.802961,0.138536,0.083633
0.504943,0.324725,0.653836,0.734116,0.801419,0.162203,0.080202
0.535871,0.316557,0.643597,0.728775,0.796189,0.179471,0.085308
0.529056,0.361783,0.642826,0.734434,0.79117,0.171622,0.082995
0.514806,0.333658,0.64688,0.751862,0.789,0.167311,0.092009
0.501828,0.339579,0.628625,0.769166,0.797784,0.163354,0.073548
0.500623,0.357829,0.663404,0.771888,0.791158,0.153766,0.078032
0.518819,0.331638,0.693529,0.749549,0.801519,0.133826,0.088882
0.521745,0.321747,0.704464,0.72272,0.798558,0.131216,0.091945
0.597321,0.504719,0.573052,0.727642,0.801941,0.141279,0.08951
0.378394,0.332143,0.471861,0.73516,0.798749,0.121175,0.08552
0.389217,0.345953,0.456072,0.741816,0.794383,0.166417,0.087738
0.389848,0.323889,0.459442,0.729308,0.797432,0.165565,0.088931
0.381633,0.35109,0.415181,0.7471,0.787195,0.159056,0.07739
0.389299,0.353563,0.469292,0.736225,0.79144,0.17505,0.074406
0.381595,0.326553,0.369689,0.747485,0.794969,0.162487,0.075725
0.400043,0.350237,0.461095,0.746794,0.785998,0.098499,0.092684
0.409932,0.351682,0.468037,0.773384,0.786925,0.096732,0.084033
0.599776,0.688702,0.200724,0.754618,0.790291,0.179637,0.082244
0.603317,0.695929,0.275068,0.707367,0.793023,0.124973,0.077881
0.603609,0.672088,0.287205,0.69977,0.811047,0.173864,0.089116
0.627834,0.689659,0.255097,0.721371,0.797174,0.162504,0.078586
0.627593,0.670852,0.260024,0.722278,0.793844,0.164648,0.080758
0.639618,0.666133,0.283923,0.730703,0.797479,0.167507,0.083654
0.631385,0.694779,0.295626,0.719421,0.793597,0.171081,0.087274
0.638023,0.67295,0.267828,0.787077,0.798956,0.167802,0.087468
0.659641,0.676355,0.295481,0.72229,0.794031,0.159313,0.08399
0.623704,0.682137,0.30476,0.704487,0.796177,0.163197,0.089888
0.628501,0.681562,0.298447,0.734377,0.794594,0.16346,0.092645
0.65003,0.70939,0.332226,0.731962,0.782211,0.146975,0.083317
0.709213,0.692881,0.384207,0.716699,0.791252,0.177038,0.087436
0.69189,0.690861,0.383816,0.745127,0.7909,0.186174,0.078855
0.696833,0.689729,0.374693,0.765163,0.794758,0.191655,0.073707
0.696967,0.691662,0.278919,0.77106,0.786127,0.187463,0.079563
0.681053,0.668919,0.279271,0.737904,0.798276,0.178264,0.076592
0.684594,0.655945,0.270752,0.72238,0.809956,0.176754,0.075502
0.686488,0.678932,0.265668,0.730686,0.799156,0.175999,0.074957
0.674407,0.694762,0.327423,0.722789,0.796506,0.170445,0.090165
0.680504,0.680482,0.357368,0.716903,0.793961,0.166338,0.086732
0.680339,0.689363,0.357865,0.715083,0.788215,0.169783,0.084358
0.674805,0.687988,0.353877,0.734547,0.788813,0.191289,0.081033
0.643855,0.683077,0.288818,0.735205,0.798511,0.194157,0.080145
0.695735,0.713604,0.344003,0.731599,0.794559,0.169812,0.081116
0.695477,0.668588,0.357827,0.697536,0.799097,0.147918,0.088906
0.694479,0.677069,0.334852,0.745263,0.796025,0.178919,0.0861
0.696089,0.671827,0.340638,0.729025,0.79443,0.175655,0.079708
0.682465,0.682102,0.340439,0.738527,0.795579,0.178859,0.079075
0.679652,0.696643,0.329542,0.742326,0.795954,0.180994,0.078652
0.684841,0.70218,0.310727,0.716835,0.791991,0.190606,0.076752
0.688875,0.684313,0.306501,0.737337,0.794301,0.193809,0.076118
0.664701,0.671287,0.289772,0.721751,0.800669,0.201828,0.074851
0.679674,0.683878,0.259442,0.737424,0.795802,0.182852,0.076989
0.694199,0.685375,0.206578,0.722267,0.790865,0.183512,0.086795
0.678083,0.690217,0.207032,0.711064,0.806719,0.139623,0.090957
0.672658,0.697896,0.209612,0.703092,0.8038,0.136174,0.093566
0.548916,0.418431,0.690536,0.082561,0.40781,0.128758,0.093573
0.671366,0.595483,0.598175,0.084829,0.412126,0.175231,0.07535
0.785764,0.760849,0.658832,0.065348,0.403096,0.150121,0.084362
0.758909,0.759055,0.437798,0.062162,0.412137,0.185711,0.077699
0.75558,0.775094,0.443423,0.083797,0.41177,0.180998,0.081955
0.774098,0.770288,0.492275,0.086927,0.41175,0.135424,0.09161
0.763839,0.750279,0.490397,0.097336,0.415843,0.172084,0.078949
0.757471,0.763566,0.464961,0.059497,0.410296,0.162403,0.076322
0.741035,0.757924,0.465671,0.096554,0.416394,0.179668,0.089764
0.732585,0.782095,0.414698,0.077606,0.414787,0.219592,0.074303
0.720873,0.773074,0.345222,0.062763,0.41168,0.217136,0.07697
0.728505,0.766248,0.346804,0.057524,0.40774,0.152528,0.077629
0.493764,0.529012,0.356181,0.096554,0.408666,0.197243,0.076742
0.493428,0.525912,0.331239,0.067321,0.414823,0.147797,0.07424
0.503077,0.508516,0.363454,0.072072,0.413897,0.163961,0.089902
0.49314,0.522064,0.371563,0.08512,0.408748,0.160588,0.090725
0.494896,0.507784,0.361204,0.080395,0.415644,0.158248,0.089999
0.504764,0.519417,0.367849,0.084886,0.405441,0.152788,0.088305
0.5096,0.496831,0.407523,0.060382,0.412724,0.144208,0.091859
0.499816,0.522412,0.411508,0.11159,0.409921,0.135528,0.086681
0.494167,0.501863,0.382719,0.762578,0.696851,0.181053,0.075278
0.493999,0.503274,0.385925,0.747077,0.703622,0.166331,0.08138
0.488295,0.495751,0.382624,0.781288,0.705615,0.158969,0.084431
0.520852,0.523509,0.487014,0.720067,0.699834,0.156042,0.074733
0.630894,0.586009,0.470489,0.716246,0.70621,0.146477,0.087373
0.632776,0.620873,0.482952,0.732812,0.693744,0.146102,0.084422
0.635847,0.594177,0.476286,0.725385,0.698306,0.145726,0.08147
0.638358,0.60978,0.553784,0.720781,0.695268,0.131443,0.078964
0.638442,0.606976,0.55145,0.728345,0.694835,0.131873,0.079156
0.643978,0.617111,0.555407,0.726451,0.693117,0.133163,0.079731
0.644892,0.590676,0.561286,0.726973,0.704728,0.135744,0.080881
0.652709,0.604834,0.560343,0.725635,0.69863,0.136604,0.081264
0.777774,0.839649,0.406487,0.747463,0.691545,0.182735,0.077505
0.78303,0.838395,0.409882,0.758462,0.696339,0.17724,0.094148
0.799079,0.824725,0.45022,0.718377,0.707476,0.169389,0.085483
0.828603,0.823645,0.383827,0.734683,0.699408,0.152585,0.089027
0.830034,0.832823,0.387965,0.719375,0.700434,0.153454,0.091167
0.816238,0.841495,0.436287,0.743959,0.69691,0.160254,0.085864
0.821942,0.837629,0.438878,0.729377,0.690589,0.177037,0.081417
0.805243,0.833066,0.453519,0.718593,0.698825,0.155056,0.092421
0.832993,0.838883,0.496672,0.73838,0.700076,0.152692,0.0881
0.829956,0.839074,0.490184,0.730953,0.699174,0.150606,0.090297
0.835274,0.842505,0.490474,0.732438,0.695081,0.158352,0.09369
0.833766,0.854826,0.500258,0.69579,0.684468,0.161805,0.092357
0.831883,0.826919,0.490304,0.729569,0.704568,0.168711,0.08969
0.820295,0.829374,0.487847,0.738085,0.697512,0.17907,0.085689
0.808617,0.830768,0.44623,0.717833,0.698962,0.190684,0.074478
0.791073,0.827616,0.442554,0.760786,0.701824,0.187692,0.075917
0.798048,0.81762,0.392245,0.727551,0.702768,0.185802,0.079875
0.782649,0.828347,0.391901,0.733532,0.697496,0.190592,0.080266
0.78442,0.840729,0.372083,0.736872,0.694131,0.185825,0.081161
0.817314,0.828556,0.430763,0.738187,0.703278,0.167895,0.084293
0.810152,0.824098,0.416595,0.708195,0.706995,0.221582,0.085347
0.82706,0.85668,0.41332,0.727404,0.690331,0.189885,0.081463
0.827677,0.827041,0.414476,0.710678,0.697625,0.165423,0.080649
0.826702,0.835922,0.435024,0.72915,0.688467,0.162875,0.076392
0.843005,0.808094,0.40825,0.754675,0.703008,0.17035,0.087179
0.828325,0.83082,0.399102,0.758388,0.691457,0.20613,0.08092
0.913867,0.909498,0.514758,0.712379,0.691117,0.169954,0.078562
0.849688,0.895566,0.534392,0.761626,0.706925,0.213512,0.080669
0.892348,0.893233,0.444776,0.753665,0.698728,0.158137,0.083158
0.903298,0.904883,0.470585,0.721972,0.698048,0.168446,0.092208
0.894937,0.90544,0.4445,0.708172,0.689487,0.193146,0.087287
0.888515,0.886772,0.424223,0.735613,0.699232,0.187732,0.074665
0.911457,0.900233,0.412241,0.735987,0.701941,0.153192,0.087866
0.893267,0.881165,0.436303,0.730584,0.709833,0.149482,0.086084
0.903612,0.877891,0.446995,0.721893,0.703512,0.150137,0.084375
0.883292,0.874965,0.441966,0.730828,0.707667,0.203614,0.085401
0.873575,0.89999,0.39418,0.734695,0.697684,0.16699,0.088982
0.877941,0.909446,0.386123,0.71755,0.696887,0.162797,0.091964
0.873755,0.906468,0.456545,0.758409,0.696019,0.189585,0.074955
0.844766,0.890029,0.455774,0.720759,0.703677,0.212565,0.079752
0.857511,0.898039,0.439782,0.752486,0.700643,0.154109,0.07492
0.86276,0.888531,0.387697,0.728231,0.696699,0.19071,0.077686
0.863829,0.895061,0.392901,0.734298,0.696711,0.176721,0.091409
0.861051,0.886824,0.418702,0.750978,0.699771,0.167978,0.081957
0.868395,0.896002,0.44568,0.732104,0.702222,0.168495,0.089785
0.863937,0.880538,0.439933,0.758734,0.7109,0.175195,0.08841
0.852864,0.890586,0.344413,0.760431,0.702949,0.142184,0.074578
0.817616,0.904883,0.364189,0.732767,0.695866,0.13417,0.090959
0.852337,0.897848,0.439493,0.73635,0.701096,0.228891,0.07773
0.835246,0.887277,0.441428,0.695688,0.702445,0.166609,0.093644
0.834433,0.906485,0.427781,0.724727,0.69684,0.167254,0.09308
0.83985,0.901278,0.401584,0.727755,0.697418,0.17563,0.085746
0.838976,0.892989,0.417803,0.741419,0.697063,0.175656,0.084617
0.842889,0.893355,0.411117,0.72636,0.700358,0.174947,0.082925
0.851878,0.892972,0.373848,0.721904,0.701976,0.160519,0.07747
0.851721,0.88719,0.362289,0.738437,0.711076,0.161163,0.077131
0.865999,0.898492,0.372247,0.788851,0.696641,0.123101,0.085616
0.783344,0.89339,0.437582,0.692116,0.706291,0.141933,0.091596
0.836989,0.888862,0.349646,0.715917,0.699267,0.184724,0.07961
0.82545,0.902654,0.320402,0.740965,0.68903,0.205903,0.074616
0.82891,0.903281,0.315376,0.760367,0.693656,0.195825,0.074448
0.813234,0.910299,0.301746,0.726717,0.695608,0.161106,0.073693
0.830382,0.899258,0.310142,0.70502,0.691821,0.151395,0.073853
0.826048,0.909411,0.338214,0.712458,0.689991,0.140944,0.086375
0.825473,0.887312,0.34409,0.737076,0.702445,0.159876,0.078032
0.815801,0.9014,0.331723,0.749243,0.694565,0.156588,0.082653
0.81663,0.892815,0.339479,0.722811,0.694788,0.157537,0.084173
0.811818,0.894678,0.339192,0.736997,0.706116,0.158802,0.086201
0.808848,0.90955,0.347452,0.72373,0.696769,0.160384,0.088735
0.812819,0.904274,0.343519,0.715554,0.695479,0.161333,0.090255
0.836871,0.889001,0.370733,0.752407,0.691,0.161994,0.081519
0.851889,0.898805,0.469788,0.736441,0.700753,0.144609,0.074828
0.855797,0.895531,0.484584,0.727007,0.700006,0.143565,0.074102
0.804711,0.903107,0.453022,0.768248,0.703407,0.169759,0.074724
0.718161,0.76973,0.359545,0.750184,0.704532,0.157615,0.084223
0.684303,0.683564,0.378306,0.739967,0.712647,0.122767,0.089365
0.517998,0.500697,0.460412,0.727903,0.706901,0.159109,0.076922
0.553433,0.494967,0.470175,0.749028,0.700792,0.124643,0.087739
0.590578,0.597416,0.337254,0.750215,0.701531,0.17195,0.076876
0.61652,0.582683,0.380214,0.724716,0.705928,0.141174,0.086195
0.61968,0.608247,0.413766,0.74549,0.695069,0.132851,0.092518
0.623704,0.580158,0.420597,0.709079,0.699549,0.139857,0.088711
0.620846,0.594943,0.426849,0.727381,0.697016,0.141258,0.08795
0.603553,0.593323,0.417475,0.746363,0.701015,0.162277,0.07653
0.599372,0.604503,0.414739,0.725725,0.698505,0.167882,0.073484
0.635544,0.587995,0.479768,0.732246,0.699197,0.177007,0.084124
0.517076,0.591669,0.167727,0.719523,0.694893,0.171309,0.083525
0.419144,0.510762,0.164912,0.740954,0.698939,0.160981,0.075722
0.40379,0.523492,0.180881,0.733924,0.696289,0.136796,0.089622
0.417089,0.496935,0.134891,0.74202,0.704415,0.155224,0.082448
0.415935,0.43851,0.140212,0.721711,0.702832,0.147218,0.08552
0.288947,0.342714,0.221952,0.725045,0.700803,0.138025,0.078007
0.021378,0.099941,0.143355,0.724682,0.704032,0.127488,0.086816
0.28675,0.210696,0.631347,0.284219,0.214319,0.116346,0.086198
0.281307,0.231802,0.573438,0.257799,0.208572,0.14923,0.091001
0.277676,0.21895,0.57273,0.262459,0.211105,0.128575,0.093819
0.287251,0.195476,0.549687,0.311626,0.225365,0.144188,0.088224
0.283982,0.207405,0.551373,0.259035,0.231463,0.145975,0.073924
0.265002,0.229643,0.570519,0.258876,0.204503,0.185511,0.075214
0.271037,0.192568,0.583476,0.299187,0.221677,0.169875,0.081807
0.247624,0.205907,0.461992,0.299788,0.214682,0.139212,0.086723
0.243422,0.214806,0.467141,0.276747,0.219783,0.144152,0.08318
0.255466,0.183007,0.46394,0.298733,0.22574,0.156502,0.074323
0.264167,0.227065,0.460565,0.249442,0.215796,0.163095,0.073876
0.267428,0.232116,0.480798,0.250836,0.212958,0.155046,0.088303
0.282984,0.215293,0.536013,0.270555,0.212301,0.143863,0.081638
0.250617,0.195119,0.53381,0.259284,0.225178,0.191411,0.076813
0.252903,0.192376,0.527529,0.258978,0.226333,0.192596,0.075091
0.245607,0.208223,0.503522,0.282337,0.220417,0.196152,0.073985
0.249423,0.194936,0.500605,0.306739,0.224193,0.200892,0.07377
0.107592,0.098617,0.462757,0.236231,0.209851,0.147097,0.084568
0.109245,0.081865,0.444604,0.280262,0.224873,0.160985,0.075378
0.116653,0.083536,0.453492,0.289027,0.213216,0.163662,0.080894
0.230589,0.352762,0.679921,0.30971,0.2127,0.11719,0.091743
0.220015,0.357725,0.65846,0.737371,0.59613,0.125907,0.077961
0.246229,0.339179,0.726012,0.731508,0.612384,0.119221,0.077961
0.23846,0.34193,0.720229,0.731214,0.609253,0.130636,0.075461
0.251921,0.360163,0.752887,0.747508,0.596423,0.145705,0.075603
0.256389,0.356628,0.762655,0.747928,0.58866,0.129333,0.082132
0.477782,0.540401,0.622317,0.73609,0.595321,0.128693,0.084939
0.33223,0.316975,0.488476,0.755933,0.609511,0.145955,0.07423
0.335816,0.356924,0.495284,0.712515,0.5909,0.149053,0.07345
0.352037,0.324655,0.414044,0.757158,0.609182,0.202427,0.078585
0.354951,0.325073,0.41827,0.77555,0.609417,0.189916,0.080025
0.362303,0.365405,0.427511,0.768542,0.596177,0.152382,0.084345
0.356292,0.338865,0.45529,0.741657,0.605981,0.114849,0.088665
0.357357,0.353929,0.482608,0.737671,0.614148,0.131823,0.082751
0.352964,0.343114,0.501772,0.727211,0.605512,0.121277,0.085374
0.365931,0.369253,0.517384,0.742043,0.590373,0.109964,0.093094
0.332678,0.343306,0.469836,0.748823,0.600223,0.151662,0.081189
0.330164,0.355844,0.485218,0.731406,0.606262,0.152378,0.08387
0.312157,0.325212,0.475556,0.716246,0.620088,0.171174,0.074295
0.464411,0.498328,0.648356,0.74803,0.60638,0.141333,0.091955
0.475656,0.510396,0.525799,0.748857,0.601654,0.114445,0.084033
0.478757,0.516543,0.5329,0.740466,0.607294,0.133418,0.09091
0.351537,0.337385,0.471864,0.743732,0.598546,0.144852,0.088618
0.339085,0.354782,0.503303,0.688022,0.605183,0.150954,0.086553
0.358579,0.348879,0.48114,0.71112,0.605101,0.172924,0.087054
0.621384,0.515307,0.613831,0.121818,0.114618,0.173513,0.074175
0.604214,0.514245,0.664511,0.066244,0.025271,0.141337,0.089149
0.538754,0.600376,0.566408,0.051061,0.028004,0.174378,0.082862
0.54951,0.588517,0.566763,0.043407,0.031475,0.171142,0.075638
0.506462,0.593428,0.444759,0.062185,0.025095,0.160835,0.074062
